Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
RF,Testing,1.52547201,10,8.7649,1.2351,0.562237496,,,,
RF,Testing,0.343396,4.7,5.286,-0.586,-0.316095496,,,,
RF,Testing,0.040868666,24.2,23.99784,0.20216,0.064041197,,,,
RF,Testing,5.205379141,8.5,10.78153,-2.28153,-1.133864942,,,,
RF,Testing,2.760416102,4.4,6.06145,-1.66145,-0.834794753,,,,
RF,Testing,0.00060025,4.7,4.7245,-0.0245,-0.04527897,,,,
RF,Testing,6.973983089,20.651,18.01017,2.64083,1.240233783,,,,
RF,Testing,11.84667561,18.029,14.5871,3.4419,1.626597085,,,,
RF,Testing,0.002711285,10.394,10.34193,0.05207,-0.008348567,,,,
RF,Testing,91.1064523,36.416,26.87103,9.54497,4.570162917,,,,
RF,Testing,0.841182466,26.2,25.28284,0.91716,0.40889216,,,,
RF,Testing,0.006561,22.3,22.381,-0.081,-0.072529431,,,,
RF,Testing,0.00506944,7.4,7.4712,-0.0712,-0.067802802,,,,
RF,Testing,0.704275473,1.85,1.010788779,0.839211221,0.371296759,,,,
RF,Testing,1.007895524,2.55,3.55394,-1.00394,-0.517671736,,,,
RF,Testing,1.301515906,4.131,5.27184,-1.14084,-0.583699844,,,,
RF,Testing,2.854384505,14.82,16.50949238,-1.689492381,-0.848319847,,,,
RF,Testing,4.367013268,7.9,9.98974,-2.08974,-1.041362892,,,,
RF,Testing,8.600318717,19.2,22.13263,-2.93263,-1.447896358,,,,
RF,Testing,0.00416025,4.8,4.7355,0.0645,-0.002353466,,,,
RF,Testing,13.98976928,5.4,9.14029,-3.74029,-1.837438077,,,,
RF,Testing,0.280084393,7.05,6.52077,0.52923,0.221790014,,,,
RF,Testing,2.338911422,18.34,16.81065,1.52935,0.704156931,,,,
RF,Testing,5.79841584,18.749,16.34101,2.40799,1.127932946,,,,
RF,Testing,0.00023409,3.06,3.0447,0.0153,-0.02608307,,,,
RF,Testing,0.072242688,14.923,15.19178,-0.26878,-0.163097422,,,,
RF,Testing,0.280084393,7.05,6.52077,0.52923,0.221790014,,,,
RF,Testing,84.4418561,16,25.189225,-9.189225,-4.465508685,,,,
RF,Testing,1.680756674,17,15.70356,1.29644,0.591822333,,,,
RF,Testing,2.016087612,9.3,10.71989,-1.41989,-0.718288181,,,,
RF,Testing,36.19697237,12.75596197,6.73957,6.016391973,2.868297836,,,,
RF,Testing,0.86395166,14.067,13.13751,0.92949,0.414839031,,,,
RF,Testing,25.10360712,19.98,14.96965,5.01035,2.383074699,,,,
RF,Testing,1.52547201,10,8.7649,1.2351,0.562237496,,,,
RF,Testing,36.57842496,21.9,15.85199,6.04801,2.883547497,,,,
RF,Testing,0.861184,13.35,14.278,-0.928,-0.481045188,,,,
RF,Testing,6.112316736,9.13,6.65769,2.47231,1.158955063,,,,
RF,Testing,11.60260719,13.246,9.83974,3.40626,1.609407591,,,,
RF,Testing,0.010269736,12.85755696,12.95889667,-0.101339705,-0.082339454,,,,
RF,Testing,0.234256,20,20.484,-0.484,-0.266899974,,,,
RF,Testing,1.230258089,11.55,12.65917,-1.10917,-0.568425116,,,,
RF,Testing,0.437334065,11.27,10.60868762,0.661312381,0.285494541,,,,
RF,Val,0.280084393,7.05,6.52077,0.52923,0.221790014,,,,
RF,Val,0.133225,30,29.635,0.365,0.142580401,,,,
RF,Val,0.270597636,16.042,15.52181,0.52019,0.217429941,,,,
RF,Val,0.013816543,6.2,6.082456209,0.117543791,0.023230034,,,,
RF,Val,0.001640867,16.55,16.50949238,0.040507619,-0.013925208,,,,
RF,Val,7.13050209,11.17,13.8403,-2.6703,-1.321372228,,,,
RF,Val,1.017717792,12.906,13.91482,-1.00882,-0.520025404,,,,
RF,Val,0.00416025,4.8,4.7355,0.0645,-0.002353466,,,,
RF,Val,1.66693921,4.249,5.5401,-1.2911,-0.6561716,,,,
RF,Val,0.469279802,2.56,3.24504,-0.68504,-0.363863383,,,,
RF,Val,0.15642025,1.23,1.6255,-0.3955,-0.224215624,,,,
RF,Val,12.58021586,17.5,21.04686,-3.54686,-1.74414504,,,,
RF,Val,0.006325021,8.923,8.84347,0.07953,0.004895639,,,,
RF,Val,9.152561102,28.438,25.41268,3.02532,1.425676785,,,,
RF,Val,12.58901361,8.127,11.6751,-3.5481,-1.744743103,,,,
RF,Val,91.61763232,36.416,26.84429,9.57171,4.58305986,,,,
RF,Val,0.070225,3.4,3.665,-0.265,-0.161274294,,,,
RF,Val,3.532820976,9.533,11.41258,-1.87958,-0.940000824,,,,
RF,Val,0.697174901,11.5,10.66503,0.83497,0.36925118,,,,
RF,Val,2.760416102,4.4,6.06145,-1.66145,-0.834794753,,,,
RF,Val,0.010269736,12.85755696,12.95889667,-0.101339705,-0.082339454,,,,
RF,Val,0.809604048,2.75,3.64978,-0.89978,-0.467434427,,,,
RF,Val,0.49581314,2.43,3.13414,-0.70414,-0.373075486,,,,
RF,Val,3.645502862,8.756,6.84668,1.90932,0.887419897,,,,
RF,Val,0.567581424,16.291,15.53762,0.75338,0.329899586,,,,
RF,Val,0.174960673,3.925,3.506716994,0.418283006,0.168279276,,,,
RF,Val,3.270853102,14.63,12.82145,1.80855,0.838817615,,,,
RF,Val,0.122115302,14.35,14.69945,-0.34945,-0.202005293,,,,
RF,Val,2.854384505,14.82,16.50949238,-1.689492381,-0.848319847,,,,
RF,Val,0.00022801,1.33,1.3451,-0.0151,-0.040745265,,,,
RF,Val,4.495756902,10.5,12.62032,-2.12032,-1.056111902,,,,
RF,Val,0.00506944,7.4,7.4712,-0.0712,-0.067802802,,,,
RF,Val,3.749567504,9.88,7.94362,1.93638,0.90047118,,,,
RF,Val,0.00506944,7.4,7.4712,-0.0712,-0.067802802,,,,
RF,Val,3.255173724,5.817,7.62121,-1.80421,-0.903649191,,,,
RF,Val,0.029436265,16.503,16.33143,0.17157,0.049287363,,,,
RF,Val,2.760416102,4.4,6.06145,-1.66145,-0.834794753,,,,
RF,Val,0.343396,4.7,5.286,-0.586,-0.316095496,,,,
RF,Val,42.48223827,21.32,27.83784,-6.51784,-3.177075551,,,,
RF,Val,0.461244722,15.1,15.77915,-0.67915,-0.361022583,,,,
RF,Val,0.001326264,2.215,2.178582097,0.036417903,-0.015897715,,,,
RF,Val,0.29106025,8.46,7.9205,0.5395,0.226743328,,,,
RF,Val,0.154470041,4.4,4.793026769,-0.393026769,-0.223022762,,,,
Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
DT,Training,0,25,25,0,-0.039981482,Training,0.966888317,2.276534532,
DT,Training,0,18.4,18.4,0,-0.039981482,Testing,0.790204184,4.873751149,
DT,Training,0.52012944,14.928,14.2068,0.7212,0.172628361,Validation,0.821451311,4.672942668,
DT,Training,0.066657851,1.43,1.688181818,-0.258181818,-0.116093511,,,,
DT,Training,0,0.92,0.92,0,-0.039981482,,,,
DT,Training,0.055225,2.64,2.405,0.235,0.029296545,,,,
DT,Training,0.033611111,8.4,8.216666667,0.183333333,0.014065206,,,,
DT,Training,0.154449,10.129,9.736,0.393,0.075874963,,,,
DT,Training,0,34.2,34.2,0,-0.039981482,,,,
DT,Training,1.074677778,19.2,20.23666667,-1.036666667,-0.345590934,,,,
DT,Training,0.821330256,13.35,14.25627273,-0.906272727,-0.307150786,,,,
DT,Training,2.002225,29,27.585,1.415,0.37716068,,,,
DT,Training,1.776508163,1.43,2.762857143,-1.332857143,-0.43290792,,,,
DT,Training,2.4964,1.7,3.28,-1.58,-0.505765663,,,,
DT,Training,0.066657851,1.43,1.688181818,-0.258181818,-0.116093511,,,,
DT,Training,16.43829451,8.54,12.59441667,-4.054416667,-1.23522398,,,,
DT,Training,11.9025,21.64,18.19,3.45,0.977078914,,,,
DT,Training,27.16216434,11.3,6.088266667,5.211733333,1.496438102,,,,
DT,Training,0,17.45,17.45,0,-0.039981482,,,,
DT,Training,7.470779802,11.523,14.25627273,-2.733272727,-0.845750595,,,,
DT,Training,0.044866942,1.9,1.688181818,0.211818182,0.022462543,,,,
DT,Training,8.23929184,9.724,12.59441667,-2.870416667,-0.886180644,,,,
DT,Training,16.59815501,19.173,15.09891667,4.074083333,1.161058752,,,,
DT,Training,0,34.2,34.2,0,-0.039981482,,,,
DT,Training,0,26.5,26.5,0,-0.039981482,,,,
DT,Training,5.703817671,3.7,6.088266667,-2.388266667,-0.744042769,,,,
DT,Training,0,20,20,0,-0.039981482,,,,
DT,Training,0,25,25,0,-0.039981482,,,,
DT,Training,0,10.07,10.07,0,-0.039981482,,,,
DT,Training,1.20761784,14,15.09891667,-1.098916667,-0.363942241,,,,
DT,Training,11.9025,21.64,18.19,3.45,0.977078914,,,,
DT,Training,0,5.8,5.8,0,-0.039981482,,,,
DT,Training,1.6641,21.06,19.77,1.29,0.340310666,,,,
DT,Training,0,25,25,0,-0.039981482,,,,
DT,Training,6.327380898,8.923,6.407571429,2.515428571,0.701567149,,,,
DT,Training,1.6384,21.05,19.77,1.28,0.337362665,,,,
DT,Training,0,1.05,1.05,0,-0.039981482,,,,
DT,Training,11.9025,14.74,18.19,-3.45,-1.057041877,,,,
DT,Training,8.1796,26.2,23.34,2.86,0.803146846,,,,
DT,Training,1.646089,20.8,19.517,1.283,0.338247065,,,,
DT,Training,0.030625,4.7,4.525,0.175,0.011608538,,,,
DT,Training,0,28,28,0,-0.039981482,,,,
DT,Training,0.044866942,1.9,1.688181818,0.211818182,0.022462543,,,,
DT,Training,2.666222449,1.13,2.762857143,-1.632857143,-0.521347955,,,,
DT,Training,0,12.76,12.76,0,-0.039981482,,,,
DT,Training,0,3.558,3.558,0,-0.039981482,,,,
DT,Training,11.53466844,10.86,14.25627273,-3.396272727,-1.041203071,,,,
DT,Training,0.180625,16.1,15.675,0.425,0.085308567,,,,
DT,Training,0,31.13,31.13,0,-0.039981482,,,,
DT,Training,0,6.2,6.2,0,-0.039981482,,,,
DT,Training,0.003821488,1.75,1.688181818,0.061818182,-0.021757475,,,,
DT,Training,1.776508163,1.43,2.762857143,-1.332857143,-0.43290792,,,,
DT,Training,0.469225,28.27,27.585,0.685,0.161956597,,,,
DT,Training,0.098177778,10.33,10.64333333,-0.313333333,-0.132352184,,,,
DT,Training,1.76305284,12.879,14.2068,-1.3278,-0.431417074,,,,
DT,Training,0.608790062,19.271,20.05125,-0.78025,-0.269999271,,,,
DT,Training,0,28.438,28.438,0,-0.039981482,,,,
DT,Training,0,22.3,22.3,0,-0.039981482,,,,
DT,Training,9.047562674,12.091,15.09891667,-3.007916667,-0.92671566,,,,
DT,Training,1.884442562,21.424,20.05125,1.37275,0.364705376,,,,
DT,Training,0,30,30,0,-0.039981482,,,,
DT,Training,2.860608444,5.641,7.332333333,-1.691333333,-0.538586742,,,,
DT,Training,13.64362117,17.95,14.25627273,3.693727273,1.048929742,,,,
DT,Training,0,7.69,7.69,0,-0.039981482,,,,
DT,Training,0.767853893,13.38,14.25627273,-0.876272727,-0.298306782,,,,
DT,Training,0,5.8,5.8,0,-0.039981482,,,,
DT,Training,2.87913024,12.51,14.2068,-1.6968,-0.540198316,,,,
DT,Training,0.155236,1.6,1.994,-0.394,-0.156132727,,,,
DT,Training,5.074780165,16.509,14.25627273,2.252727273,0.624122777,,,,
DT,Training,5.703817671,3.7,6.088266667,-2.388266667,-0.744042769,,,,
DT,Training,0,10.07,10.07,0,-0.039981482,,,,
DT,Training,1.173611111,9.3,8.216666667,1.083333333,0.279385309,,,,
DT,Training,0,34.2,34.2,0,-0.039981482,,,,
DT,Training,61.51787778,17.1,24.94333333,-7.843333333,-2.352197048,,,,
DT,Training,0.150027111,9.212,9.599333333,-0.387333333,-0.154167393,,,,
DT,Training,0,28.312,28.312,0,-0.039981482,,,,
DT,Training,0.225625,15.2,15.675,-0.475,-0.180011536,,,,
DT,Training,0,9.45,9.45,0,-0.039981482,,,,
DT,Training,0,18.52,18.52,0,-0.039981482,,,,
DT,Training,0,31.8,31.8,0,-0.039981482,,,,
DT,Training,11.19754117,10.91,14.25627273,-3.346272727,-1.026463065,,,,
DT,Training,4.258970256,16.32,14.25627273,2.063727273,0.568405555,,,,
DT,Training,0.030625,4.7,4.525,0.175,0.011608538,,,,
DT,Training,0.309439347,13.7,14.25627273,-0.556272727,-0.203970746,,,,
DT,Training,0.030625,4.7,4.525,0.175,0.011608538,,,,
DT,Training,2.053079592,1.33,2.762857143,-1.432857143,-0.462387932,,,,
DT,Training,0,22.3,22.3,0,-0.039981482,,,,
DT,Training,5.703817671,3.7,6.088266667,-2.388266667,-0.744042769,,,,
DT,Training,10.65543687,2.824,6.088266667,-3.264266667,-1.002287669,,,,
DT,Training,1.137777778,7.9,8.966666667,-1.066666667,-0.354434937,,,,
DT,Training,27.16216434,11.3,6.088266667,5.211733333,1.496438102,,,,
DT,Training,27.91361111,19.66,24.94333333,-5.283333333,-1.597508754,,,,
DT,Training,0.034225,27.4,27.585,-0.185,-0.094519503,,,,
DT,Training,0.094044444,9.906,9.599333333,0.306666667,0.050423887,,,,
DT,Training,1.071225,16.58,15.545,1.035,0.265136637,,,,
DT,Training,0.267289,19,19.517,-0.517,-0.192393141,,,,
DT,Training,0.112225,31.13,31.465,-0.335,-0.13873952,,,,
DT,Training,0,10.79,10.79,0,-0.039981482,,,,
DT,Training,0.014661174,15.22,15.09891667,0.121083333,-0.004286101,,,,
DT,Training,3.300580562,12.776,10.95925,1.81675,0.495596627,,,,
DT,Training,0.87142225,6.75,7.6835,-0.9335,-0.315177389,,,,
DT,Training,27.35080804,8.977,14.2068,-5.2298,-1.581727121,,,,
DT,Training,0.000137671,6.1,6.088266667,0.011733333,-0.036522494,,,,
DT,Training,0.098177778,10.33,10.64333333,-0.313333333,-0.132352184,,,,
DT,Training,0.095326562,17.417,17.10825,0.30875,0.051038054,,,,
DT,Training,1.646089,20.8,19.517,1.283,0.338247065,,,,
DT,Training,0,9.11,9.11,0,-0.039981482,,,,
DT,Training,0.22896225,7.205,7.6835,-0.4785,-0.181043337,,,,
DT,Training,0,23.2,23.2,0,-0.039981482,,,,
DT,Training,0.190594612,5.971,6.407571429,-0.436571429,-0.168682789,,,,
DT,Training,0,24.5,24.5,0,-0.039981482,,,,
DT,Training,0.000137671,6.1,6.088266667,0.011733333,-0.036522494,,,,
DT,Training,1.83309034,13.745,15.09891667,-1.353916667,-0.43911627,,,,
DT,Training,0.075625,4.8,4.525,0.275,0.04108855,,,,
DT,Training,0.681037562,10.134,10.95925,-0.82525,-0.283265276,,,,
DT,Training,4.473225,12.55,14.665,-2.115,-0.663483724,,,,
DT,Training,1.344826778,8.492,7.332333333,1.159666667,0.301888385,,,,
DT,Training,4.730625,19.57,17.395,2.175,0.601208768,,,,
DT,Training,0,16.55,16.55,0,-0.039981482,,,,
DT,Training,0.104275174,14.776,15.09891667,-0.322916667,-0.135177352,,,,
DT,Training,0.066657851,1.43,1.688181818,-0.258181818,-0.116093511,,,,
DT,Training,0,20,20,0,-0.039981482,,,,
DT,Training,0.401956,1.36,1.994,-0.634,-0.226884754,,,,
DT,Training,1.5376,22.1,23.34,-1.24,-0.405533624,,,,
DT,Training,1.071225,14.51,15.545,-1.035,-0.3450996,,,,
DT,Training,2.666222449,1.13,2.762857143,-1.632857143,-0.521347955,,,,
DT,Training,1.776508163,1.43,2.762857143,-1.332857143,-0.43290792,,,,
DT,Training,0.157014062,19.655,20.05125,-0.39625,-0.156796027,,,,
DT,Training,11.92551111,6.146,9.599333333,-3.453333333,-1.058024544,,,,
DT,Training,0.525625,16.4,15.675,0.725,0.173748601,,,,
DT,Training,26.59121111,30.1,24.94333333,5.156666667,1.480204443,,,,
DT,Training,88.46499784,22,12.59441667,9.405583333,2.732785563,,,,
DT,Training,1.865956,18.151,19.517,-1.366,-0.442678438,,,,
DT,Training,10.90650625,10.986,7.6835,3.3025,0.933595897,,,,
DT,Training,1.315609,16.594,17.741,-1.147,-0.378117213,,,,
DT,Training,2.666222449,1.13,2.762857143,-1.632857143,-0.521347955,,,,
DT,Training,0.7396,24.2,23.34,0.86,0.213546617,,,,
DT,Training,4.075259802,16.275,14.25627273,2.018727273,0.55513955,,,,
DT,Training,0.044866942,1.9,1.688181818,0.211818182,0.022462543,,,,
DT,Training,10.55654251,18.348,15.09891667,3.249083333,0.917848657,,,,
DT,Training,0.12996025,7.323,7.6835,-0.3605,-0.146256923,,,,
DT,Training,0.751111111,8.1,8.966666667,-0.866666667,-0.295474914,,,,
DT,Training,14.22861267,18.871,15.09891667,3.772083333,1.072029117,,,,
DT,Training,0.009716327,6.309,6.407571429,-0.098571429,-0.06904035,,,,
DT,Training,0,14.64,14.64,0,-0.039981482,,,,
DT,Training,113.8595932,12.98050108,2.31,10.67050108,3.105683459,,,,
DT,Training,12.17710876,2.918,6.407571429,-3.489571429,-1.068707539,,,,
DT,Training,7.226777671,3.4,6.088266667,-2.688266667,-0.832482803,,,,
DT,Training,0,34.2,34.2,0,-0.039981482,,,,
DT,Training,6.6049,17.2,19.77,-2.57,-0.797617776,,,,
DT,Training,12.64987778,28.5,24.94333333,3.556666667,1.008524259,,,,
DT,Training,0.140625,2.78,2.405,0.375,0.070568561,,,,
DT,Training,1.074677778,19.2,20.23666667,-1.036666667,-0.345590934,,,,
DT,Training,11.11022224,17.54,14.2068,3.3332,0.94264626,,,,
DT,Training,10.14847211,12.785,9.599333333,3.185666667,0.899153417,,,,
DT,Training,27.16216434,11.3,6.088266667,5.211733333,1.496438102,,,,
DT,Training,3.188821893,16.042,14.25627273,1.785727273,0.486451123,,,,
DT,Training,1.5376,22.1,23.34,-1.24,-0.405533624,,,,
DT,Training,11.5095409,3.015,6.407571429,-3.392571429,-1.040111928,,,,
DT,Training,0,10.79,10.79,0,-0.039981482,,,,
DT,Training,19.62416167,10.669,15.09891667,-4.429916667,-1.345921423,,,,
DT,Training,0,16.84,16.84,0,-0.039981482,,,,
DT,Training,2.053079592,1.33,2.762857143,-1.432857143,-0.462387932,,,,
DT,Training,0.800577562,18.003,17.10825,0.89475,0.223790921,,,,
DT,Training,1.776508163,1.43,2.762857143,-1.332857143,-0.43290792,,,,
DT,Training,0.570025,1.65,2.405,-0.755,-0.262555568,,,,
DT,Training,0,25,25,0,-0.039981482,,,,
DT,Training,0.003821488,1.75,1.688181818,0.061818182,-0.021757475,,,,
DT,Training,2.4964,4.86,3.28,1.58,0.425802699,,,,
DT,Training,4.730625,15.22,17.395,-2.175,-0.681171731,,,,
DT,Training,0,36.416,36.416,0,-0.039981482,,,,
DT,Training,3.865156,3.96,1.994,1.966,0.539595544,,,,
DT,Training,0.030625,4.7,4.525,0.175,0.011608538,,,,
DT,Training,4.473225,16.78,14.665,2.115,0.583520761,,,,
DT,Training,0.780130562,10.076,10.95925,-0.88325,-0.300363683,,,,
DT,Training,2.789735062,15.438,17.10825,-1.67025,-0.532371373,,,,
DT,Training,24.43654444,20,24.94333333,-4.943333333,-1.497276715,,,,
DT,Training,4.298711111,22.31,20.23666667,2.073333333,0.571237423,,,,
DT,Training,0.64,33.1,32.3,0.8,0.19585861,,,,
DT,Training,3.667225,25.67,27.585,-1.915,-0.604523701,,,,
DT,Training,0,22.3,22.3,0,-0.039981482,,,,
DT,Training,27.16216434,11.3,6.088266667,5.211733333,1.496438102,,,,
DT,Training,2.030625,3.1,4.525,-1.425,-0.460071645,,,,
DT,Training,0.154449,9.343,9.736,-0.393,-0.155837927,,,,
DT,Training,13.36938284,8.938,12.59441667,-3.656416667,-1.117893534,,,,
DT,Training,1.604444444,6.95,8.216666667,-1.266666667,-0.41339496,,,,
DT,Training,0.011718062,10.851,10.95925,-0.10825,-0.071893594,,,,
DT,Training,1.06193025,6.653,7.6835,-1.0305,-0.343773,,,,
DT,Training,24.32133611,14.531,9.599333333,4.931666667,1.413874417,,,,
DT,Training,7.226777671,3.4,6.088266667,-2.688266667,-0.832482803,,,,
DT,Training,18.37959388,7.05,2.762857143,4.287142857,1.223868724,,,,
DT,Training,1.5376,22.1,23.34,-1.24,-0.405533624,,,,
DT,Training,0.455625,15,15.675,-0.675,-0.238971559,,,,
DT,Training,0.066657851,1.43,1.688181818,-0.258181818,-0.116093511,,,,
DT,Training,0.217855562,17.575,17.10825,0.46675,0.097616472,,,,
DT,Training,25.40748034,17.635,12.59441667,5.040583333,1.445983063,,,,
DT,Training,0,27.5,27.5,0,-0.039981482,,,,
DT,Training,17.68693117,16.8,12.59441667,4.205583333,1.199824967,,,,
DT,Training,3.737777778,10.9,8.966666667,1.933333333,0.529965407,,,,
DT,Training,0,9,9,0,-0.039981482,,,,
DT,Training,11.9025,14.74,18.19,-3.45,-1.057041877,,,,
DT,Training,7.226777671,3.4,6.088266667,-2.688266667,-0.832482803,,,,
DT,Training,1.57051024,15.46,14.2068,1.2532,0.329462022,,,,
DT,Training,5.255174174,10.302,12.59441667,-2.292416667,-0.715786178,,,,
DT,Training,0.00239284,15.05,15.09891667,-0.048916667,-0.054402121,,,,
DT,Training,1.315609,18.888,17.741,1.147,0.29815425,,,,
DT,Training,3.11736E-05,12.6,12.59441667,0.005583333,-0.038335514,,,,
DT,Training,1.73659684,12.889,14.2068,-1.3178,-0.428469073,,,,
DT,Training,0.007239174,15.184,15.09891667,0.085083333,-0.014898905,,,,
DT,Training,0.466489,18.834,19.517,-0.683,-0.24132996,,,,
DT,Training,0,6.5,6.5,0,-0.039981482,,,,
DT,Training,17.14125604,18.347,14.2068,4.1402,1.180549953,,,,
DT,Training,0.125316,26.8,26.446,0.354,0.064377759,,,,
DT,Training,21.00694444,5.016,9.599333333,-4.583333333,-1.391148674,,,,
DT,Training,2.053079592,1.33,2.762857143,-1.432857143,-0.462387932,,,,
DT,Training,0,21.32,21.32,0,-0.039981482,,,,
DT,Training,0,4.031,4.031,0,-0.039981482,,,,
DT,Training,0.003821488,1.75,1.688181818,0.061818182,-0.021757475,,,,
DT,Training,0.038514062,19.855,20.05125,-0.19625,-0.097836004,,,,
DT,Training,87.54721111,34.3,24.94333333,9.356666667,2.718364924,,,,
DT,Training,0.24950025,7.184,7.6835,-0.4995,-0.187234139,,,,
DT,Training,10.64336251,9.332,12.59441667,-3.262416667,-1.001742289,,,,
DT,Training,0.093381174,12.9,12.59441667,0.305583333,0.05010452,,,,
DT,Training,15.87567104,10.392,6.407571429,3.984428571,1.134628518,,,,
DT,Training,0,9.1,9.1,0,-0.039981482,,,,
DT,Training,2.666222449,1.13,2.762857143,-1.632857143,-0.521347955,,,,
DT,Training,5.703817671,3.7,6.088266667,-2.388266667,-0.744042769,,,,
DT,Training,0,35.9,35.9,0,-0.039981482,,,,
DT,Training,0,30,30,0,-0.039981482,,,,
DT,Training,21.50309388,7.4,2.762857143,4.637142857,1.327048764,,,,
DT,Training,0.021025,2.55,2.405,0.145,0.002764535,,,,
DT,Training,0,17.5,17.5,0,-0.039981482,,,,
DT,Training,0,21.32,21.32,0,-0.039981482,,,,
DT,Training,5.503716,24.1,26.446,-2.346,-0.731582551,,,,
DT,Training,1.07934784,14.06,15.09891667,-1.038916667,-0.346254234,,,,
DT,Training,0.414736,1.35,1.994,-0.644,-0.229832756,,,,
DT,Training,5.58471424,16.57,14.2068,2.3632,0.656690149,,,,
DT,Training,0.030625,4.7,4.525,0.175,0.011608538,,,,
DT,Training,8.93711025,10.145,13.1345,-2.9895,-0.921286425,,,,
DT,Training,0,30,30,0,-0.039981482,,,,
DT,Training,0,16,16,0,-0.039981482,,,,
DT,Training,0,17.849,17.849,0,-0.039981482,,,,
DT,Training,1.204689174,13.692,12.59441667,1.097583333,0.283586211,,,,
DT,Training,3.968064,28.438,26.446,1.992,0.547260347,,,,
DT,Training,52.37623673,10,2.762857143,7.237142857,2.093529062,,,,
DT,Training,0.000137671,6.1,6.088266667,0.011733333,-0.036522494,,,,
DT,Training,0,20,20,0,-0.039981482,,,,
DT,Training,0.282669444,7.864,7.332333333,0.531666667,0.116753913,,,,
DT,Training,0,17.8,17.8,0,-0.039981482,,,,
DT,Training,0.841675184,7.325,6.407571429,0.917428571,0.230476566,,,,
DT,Training,0.392711111,11.27,10.64333333,0.626666667,0.144759923,,,,
DT,Training,5.01222544,11.968,14.2068,-2.2388,-0.699979978,,,,
DT,Training,0.044866942,1.9,1.688181818,0.211818182,0.022462543,,,,
DT,Training,0,28,28,0,-0.039981482,,,,
DT,Training,0.64,31.5,32.3,-0.8,-0.275821574,,,,
DT,Training,0.086436,1.7,1.994,-0.294,-0.126652715,,,,
DT,Training,0.075625,4.8,4.525,0.275,0.04108855,,,,
DT,Training,0,9.11,9.11,0,-0.039981482,,,,
DT,Training,0,24.9,24.9,0,-0.039981482,,,,
DT,Training,8.93711025,16.124,13.1345,2.9895,0.841323461,,,,
DT,Training,0.112225,31.8,31.465,0.335,0.058776557,,,,
DT,Training,15.40104617,8.67,12.59441667,-3.924416667,-1.196899965,,,,
DT,Testing,140.886753,12.78957257,0.92,11.86957257,3.459169873,,,,
DT,Testing,2.680236735,4.4,2.762857143,1.637142857,0.44264842,,,,
DT,Testing,24.14412011,14.513,9.599333333,4.913666667,1.408568015,,,,
DT,Testing,0.003821488,1.75,1.688181818,0.061818182,-0.021757475,,,,
DT,Testing,7.276891612,3.71,6.407571429,-2.697571429,-0.835225848,,,,
DT,Testing,0,31.13,31.13,0,-0.039981482,,,,
DT,Testing,113.8595932,12.98050108,2.31,10.67050108,3.105683459,,,,
DT,Testing,39.63227101,6.299,12.59441667,-6.295416667,-1.895871037,,,,
DT,Testing,37.63106784,6.46,12.59441667,-6.134416667,-1.848408218,,,,
DT,Testing,3.40187284,10.75,12.59441667,-1.844416667,-0.583715727,,,,
DT,Testing,0.049989507,12.818,12.59441667,0.223583333,0.025930911,,,,
DT,Testing,1.96,21.8,23.2,-1.4,-0.452701642,,,,
DT,Testing,10.150596,20.927,17.741,3.186,0.899251684,,,,
DT,Testing,5.868102507,10.172,12.59441667,-2.422416667,-0.754110193,,,,
DT,Testing,8.1796,26.2,23.34,2.86,0.803146846,,,,
DT,Testing,137.7701078,12.78755118,1.05,11.73755118,3.420249953,,,,
DT,Testing,0.571536,2.75,1.994,0.756,0.182887405,,,,
DT,Testing,1.173479802,13.173,14.25627273,-1.083272727,-0.359330406,,,,
DT,Testing,0,5.8,5.8,0,-0.039981482,,,,
DT,Testing,11.27232661,9.765,6.407571429,3.357428571,0.949788846,,,,
DT,Testing,1.646089,20.8,19.517,1.283,0.338247065,,,,
DT,Testing,53.29,15,22.3,-7.3,-2.192022319,,,,
DT,Testing,0.000137671,6.1,6.088266667,0.011733333,-0.036522494,,,,
DT,Testing,4.192548755,4.36,6.407571429,-2.047571429,-0.643605774,,,,
DT,Testing,0.36,16.9,17.5,-0.6,-0.216861551,,,,
DT,Testing,4.687225,13.38,15.545,-2.165,-0.67822373,,,,
DT,Testing,46.24,15.5,22.3,-6.8,-2.044622261,,,,
DT,Testing,0.71981084,11.746,12.59441667,-0.848416667,-0.290094812,,,,
DT,Testing,12.215025,11.17,14.665,-3.495,-1.070307882,,,,
DT,Testing,4.730625,19.57,17.395,2.175,0.601208768,,,,
DT,Testing,2.25,4.78,3.28,1.5,0.40221869,,,,
DT,Testing,30.59933611,12.864,7.332333333,5.531666667,1.590754486,,,,
DT,Testing,0,5.8,5.8,0,-0.039981482,,,,
DT,Testing,74.511424,19.68,28.312,-8.632,-2.584696071,,,,
DT,Testing,13.59335451,11.412,15.09891667,-3.686916667,-1.126884938,,,,
DT,Testing,0.455625,15,15.675,-0.675,-0.238971559,,,,
DT,Testing,0.31494544,14.768,14.2068,0.5612,0.125460343,,,,
DT,Testing,1.033611111,7.2,8.216666667,-1.016666667,-0.339694932,,,,
DT,Testing,53.626329,16.017,23.34,-7.323,-2.198802721,,,,
