Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
RF-ANN,Training,0.550249079,9.901844658,9.1600569,0.741787758,0.667219808,,,,
RF-ANN,Training,0.276283944,8.041953264,8.567580456,-0.525627191,-0.056946703,,,,
RF-ANN,Training,0.759950861,1.934928938,1.063177332,0.871751605,0.741477623,,,,
RF-ANN,Training,0.758156632,3.896051726,4.766773629,-0.870721903,-0.254124457,,,,
RF-ANN,Training,19.5285819,32.21700389,36.6361194,-4.419115511,-2.281580278,,,,
RF-ANN,Training,3.522931212,28.27307414,30.15002145,-1.876947312,-0.829054352,,,,
RF-ANN,Training,0.093314208,7.758152246,8.06362599,-0.305473744,0.068843003,,,,
RF-ANN,Training,0.027317574,2.336518,2.50179829,-0.165280289,0.148945739,,,,
RF-ANN,Training,0.339765946,16.39419237,15.81129792,0.582894455,0.576432486,,,,
RF-ANN,Training,16.39396926,20.08596617,24.13491286,-4.048946685,-2.070075855,,,,
RF-ANN,Training,22.97637838,22.15787325,26.95124141,-4.793368166,-2.49541809,,,,
RF-ANN,Training,0.111664291,13.98311996,14.31728204,-0.334162073,0.05245127,,,,
RF-ANN,Training,0.692653112,1.588417193,0.756159353,0.83225784,0.718911957,,,,
RF-ANN,Training,15.06201658,16.63003082,12.74904942,3.880981394,2.460869868,,,,
RF-ANN,Training,0.074840273,4.534945556,4.808515059,-0.273569503,0.087072221,,,,
RF-ANN,Training,0.426065301,11.15370134,10.50096456,0.652736778,0.616338494,,,,
RF-ANN,Training,3.522931212,28.27307414,30.15002145,-1.876947312,-0.829054352,,,,
RF-ANN,Training,7.758157959,13.22622725,16.01157426,-2.785347009,-1.348089289,,,,
RF-ANN,Training,5.658329736,17.77828648,15.39956209,2.378724393,1.602520982,,,,
RF-ANN,Training,0.158110716,14.0846413,13.68700992,0.397631382,0.470578193,,,,
RF-ANN,Training,7.784115464,27.41189177,30.20189454,-2.790002771,-1.350749465,,,,
RF-ANN,Training,0.448777971,9.017281875,9.687190802,-0.669908927,-0.139385372,,,,
RF-ANN,Training,0.030466203,6.261810072,6.436355775,-0.174545704,0.143651732,,,,
RF-ANN,Training,6.170056274,17.76718427,20.25114406,-2.483959797,-1.175884814,,,,
RF-ANN,Training,0.056232986,8.442744133,8.205609181,0.237134952,0.378874888,,,,
RF-ANN,Training,0.348894257,16.37679492,16.96746763,-0.590672716,-0.094111951,,,,
RF-ANN,Training,1.620317094,7.982347546,9.255264312,-1.272916766,-0.483927688,,,,
RF-ANN,Training,0.01566488,10.4392864,10.56444581,-0.125159417,0.171869717,,,,
RF-ANN,Training,11.61393925,11.9356812,8.52775819,3.407923011,2.190577145,,,,
RF-ANN,Training,0.364169013,2.522854084,1.919389907,0.603464177,0.588185467,,,,
RF-ANN,Training,3.039920989,24.40291853,26.14645545,-1.743536919,-0.752827273,,,,
RF-ANN,Training,3.31036811,30.66299646,32.48243817,-1.819441703,-0.796197207,,,,
RF-ANN,Training,0.136044499,1.877727342,1.508885236,0.368842106,0.454128782,,,,
RF-ANN,Training,0.022708683,5.241109678,5.090415675,0.150694003,0.329484875,,,,
RF-ANN,Training,0.428477602,8.409080684,9.06366269,-0.654582006,-0.130627985,,,,
RF-ANN,Training,3.853747207,23.11611414,25.07921047,-1.963096332,-0.878277564,,,,
RF-ANN,Training,0.363072144,16.8998717,17.50242638,-0.602554681,-0.100900983,,,,
RF-ANN,Training,0.227747165,29.12390478,29.60113341,-0.47722863,-0.029293078,,,,
RF-ANN,Training,0.007417819,8.201291935,8.115165176,0.086126759,0.292592904,,,,
RF-ANN,Testing,3.112905378,2.812183314,1.047840553,1.764342761,1.251479989,,,,
RF-ANN,Testing,7.658296162,4.251578297,1.484215625,2.767362673,1.824578349,,,,
RF-ANN,Testing,3.425355022,13.665275,15.51604647,-1.850771467,-0.814098184,,,,
RF-ANN,Testing,0.961995264,2.761563165,1.780749592,0.980813573,0.803792672,,,,
RF-ANN,Testing,0.008518095,5.168589748,5.076296221,0.092293526,0.296116427,,,,
RF-ANN,Testing,10.46319802,29.98153312,33.21621981,-3.234686696,-1.604829793,,,,
RF-ANN,Testing,0.052271306,4.96967145,5.19830064,-0.22862919,0.112749896,,,,
RF-ANN,Testing,2.661151047,9.05711209,10.68841557,-1.631303481,-0.688700132,,,,
RF-ANN,Testing,0.283261266,9.205622666,9.737845614,-0.532222948,-0.060715339,,,,
RF-ANN,Testing,0.160671049,6.94180296,6.540965027,0.400837933,0.472410329,,,,
RF-ANN,Testing,5.615269853,13.6592724,11.28961634,2.369656062,1.597339584,,,,
RF-ANN,Testing,1.613670131,20.02093909,21.29124226,-1.270303165,-0.482434347,,,,
RF-ANN,Testing,3.509536254,16.99194676,15.11857113,1.873375631,1.313778412,,,,
RF-ANN,Testing,4.965687508,12.27962918,10.05124692,2.228382263,1.516619568,,,,
RF-ANN,Testing,1.16626029,22.1278039,23.20773921,-1.079935317,-0.373663325,,,,
RF-ANN,Testing,0.661716158,3.12624512,3.939704497,-0.813459377,-0.221406204,,,,
RF-ANN,Testing,0.970598018,2.171272056,1.186082725,0.985189331,0.806292862,,,,
RF-ANN,Testing,0.004144029,14.2576399,14.32201404,-0.064374135,0.206600777,,,,
RF-ANN,Testing,0.113775845,5.889021514,5.551714763,0.337306752,0.436110336,,,,
RF-ANN,Testing,0.046403418,10.7143448,10.92975933,-0.215414526,0.120300396,,,,
RF-ANN,Testing,7.355612101,18.15029274,20.86241592,-2.712123172,-1.306251175,,,,
RF-ANN,Testing,5.09329717,16.04226102,13.78542758,2.256833439,1.532875798,,,,
RF-ANN,Testing,0.030466203,6.261810072,6.436355775,-0.174545704,0.143651732,,,,
RF-ANN,Testing,8.990008529,7.294875799,4.296541507,2.998334292,1.956549265,,,,
RF-ANN,Testing,9.576366685,13.3213655,16.41593601,-3.094570517,-1.52477121,,,,
RF-ANN,Testing,0.673416798,13.13655441,13.95717417,-0.820619765,-0.225497455,,,,
RF-ANN,Testing,1.400228368,14.54987769,15.73319015,-1.183312456,-0.432730217,,,,
RF-ANN,Testing,0.018226273,11.73534778,11.60034306,0.135004714,0.320520441,,,,
RF-ANN,Testing,3.647398235,11.97918248,13.88899876,-1.909816283,-0.84783479,,,,
RF-ANN,Testing,3.552856997,15.0170001,16.90190249,-1.884902384,-0.833599664,,,,
RF-ANN,Testing,0.164173396,4.388458132,4.793641295,-0.405183163,0.011871746,,,,
RF-ANN,Testing,8.584041038,10.33408756,7.404234148,2.929853416,1.91742115,,,,
RF-ANN,Testing,0.113775845,5.889021514,5.551714763,0.337306752,0.436110336,,,,
RF-ANN,Testing,0.49866687,23.43034512,24.13650861,-0.706163486,-0.160100243,,,,
RF-ANN,Testing,0.678459405,11.41287504,10.58918857,0.823686473,0.714014511,,,,
RF-ANN,Testing,1.258459798,13.90138868,15.02319962,-1.121810946,-0.397589923,,,,
RF-ANN,Testing,1.300156207,13.26758389,14.40782782,-1.140243924,-0.408122027,,,,
RF-ANN,Testing,5.984697059,11.44503973,8.998675678,2.446364049,1.641168446,,,,
RF-ANN,Testing,0.080411667,20.17353477,20.45710428,-0.28356951,0.081358487,,,,
RF-ANN,Testing,14.85388192,10.3972117,14.25128512,-3.85407342,-1.95873056,,,,
RF-ANN,Testing,2.484644558,14.50436821,12.92809268,1.576275534,1.144023478,,,,
RF-ANN,Testing,8.83893294,19.08697158,16.11393728,2.973034299,1.942093535,,,,
RF-ANN,Testing,6.450180263,14.93051956,17.47024007,-2.539720509,-1.207744972,,,,
RF-ANN,Testing,10.69256739,5.505605842,2.235656701,3.269949141,2.111742619,,,,
RF-ANN,Testing,14.63657611,5.056743322,1.230965478,3.825777844,2.429328058,,,,
RF-ANN,Testing,0.145007002,17.92957388,17.54877603,0.380797849,0.460959969,,,,
RF-ANN,Testing,1.85285484,23.1260391,24.4872352,-1.361196106,-0.534368108,,,,
RF-ANN,Testing,6.620418011,21.74193131,24.31494861,-2.573017297,-1.226769853,,,,
RF-ANN,Testing,0.018415103,9.652322111,9.788024371,-0.13570226,0.165845822,,,,
RF-ANN,Testing,13.05823812,8.409080684,4.79546226,3.613618424,2.308105922,,,,
RF-ANN,Testing,3.552856997,15.0170001,16.90190249,-1.884902384,-0.833599664,,,,
RF-ANN,Testing,1.194008204,11.6370961,12.72980292,-1.092706824,-0.380960618,,,,
RF-ANN,Testing,0.448777971,9.017281875,9.687190802,-0.669908927,-0.139385372,,,,
RF-ANN,Testing,31.63277823,9.276668959,14.90097143,-5.624302466,-2.970191401,,,,
RF-ANN,Testing,8.863151875,8.095787816,11.07289243,-2.977104613,-1.45765438,,,,
RF-ANN,Testing,1.719584566,9.774994723,8.463665411,1.311329312,0.992640397,,,,
RF-ANN,Testing,0.309390568,23.28553168,22.7293028,0.556228881,0.5611965,,,,
RF-ANN,Testing,0.448777971,9.017281875,9.687190802,-0.669908927,-0.139385372,,,,
RF-ANN,Testing,0.069242424,4.342580084,4.605719635,-0.263139551,0.093031612,,,,
RF-ANN,Testing,6.620418011,21.74193131,24.31494861,-2.573017297,-1.226769853,,,,
RF-ANN,Testing,2.516513998,7.023670987,8.610023406,-1.586352419,-0.663016315,,,,
RF-ANN,Testing,7.658296162,4.251578297,1.484215625,2.767362673,1.824578349,,,,
RF-ANN,Testing,0.074840273,4.534945556,4.808515059,-0.273569503,0.087072221,,,,
RF-ANN,Testing,3.974088779,18.87829941,20.87181108,-1.99351167,-0.895656063,,,,
RF-ANN,Testing,0.067343126,14.23219086,14.4916964,-0.259505541,0.095107987,,,,
RF-ANN,Testing,1.062452302,11.8969198,12.92767307,-1.030753269,-0.345562037,,,,
RF-ANN,Testing,2.564999403,27.81096604,26.20940449,1.601561551,1.158471223,,,,
RF-ANN,Testing,1.16626029,22.1278039,23.20773921,-1.079935317,-0.373663325,,,,
RF-ANN,Testing,3.466796829,19.76183567,21.62376929,-1.861933626,-0.820475939,,,,
RF-ANN,Testing,0.093314208,7.758152246,8.06362599,-0.305473744,0.068843003,,,,
RF-ANN,Testing,2.266775307,2.534098766,1.028517381,1.505581385,1.10363076,,,,
RF-ANN,Testing,2.444944013,3.624851366,2.061219691,1.563631674,1.13679912,,,,
RF-ANN,Testing,0.25342423,4.239268932,4.742681516,-0.503412584,-0.044253879,,,,
RF-ANN,Testing,1.002459635,16.35866334,17.35989241,-1.001229062,-0.328692707,,,,
RF-ANN,Testing,0.026306186,6.984638965,6.822447148,0.162191818,0.336054415,,,,
RF-ANN,Testing,0.693290566,17.70657683,18.53921755,-0.832640719,-0.232365902,,,,
RF-ANN,Testing,0.022708683,5.241109678,5.090415675,0.150694003,0.329484875,,,,
RF-ANN,Testing,14.11622189,8.046233621,4.289077531,3.757156091,2.39011945,,,,
RF-ANN,Testing,1.253152799,6.733560735,7.85300381,-1.119443075,-0.396236986,,,,
RF-ANN,Testing,6.935974214,15.73675881,18.37038259,-2.63362378,-1.261398753,,,,
RF-ANN,Testing,22.58950854,17.2950927,12.54225055,4.752842154,2.959027448,,,,
RF-ANN,Testing,2.677688914,2.497262256,0.860897714,1.636364542,1.178356707,,,,
RF-ANN,Testing,13.53548197,16.66989569,20.34895562,-3.67905993,-1.858732601,,,,
RF-ANN,Testing,1.253152799,6.733560735,7.85300381,-1.119443075,-0.396236986,,,,
RF-ANN,Testing,9.182228393,24.81905508,21.78883588,3.030219199,1.974767436,,,,
RF-ANN,Testing,33.38161697,14.59617662,20.37385929,-5.777682664,-3.057828684,,,,
RF-ANN,Testing,6.84153593,6.756446334,9.372079322,-2.615632988,-1.251119303,,,,
RF-ANN,Testing,0.800879941,6.420396977,5.525478019,0.894918958,0.754714819,,,,
RF-ANN,Testing,5.096499719,11.39433149,13.65187434,-2.25754285,-1.046516314,,,,
RF-ANN,Testing,21.66688216,15.41289321,20.06766303,-4.654769828,-2.416226761,,,,
RF-ANN,Testing,0.448777971,9.017281875,9.687190802,-0.669908927,-0.139385372,,,,
RF-ANN,Testing,2.008727194,13.29722362,14.71451935,-1.417295733,-0.566421912,,,,
RF-ANN,Testing,1.829817743,12.51645504,13.8691626,-1.35270756,-0.529517983,,,,
RF-ANN,Testing,3.165034349,4.099590647,5.878644988,-1.779054341,-0.773120965,,,,
RF-ANN,Testing,3.259002417,9.428542763,11.2338135,-1.805270732,-0.788100299,,,,
RF-ANN,Testing,1.194008204,11.6370961,12.72980292,-1.092706824,-0.380960618,,,,
RF-ANN,Testing,6.170056274,17.76718427,20.25114406,-2.483959797,-1.175884814,,,,
RF-ANN,Testing,3.652222657,11.7492106,13.66028953,-1.911078925,-0.848556229,,,,
RF-ANN,Testing,0.01566488,10.4392864,10.56444581,-0.125159417,0.171869717,,,,
RF-ANN,Val,0.087577056,6.733560735,7.029494943,-0.295934209,0.074293634,,,,
RF-ANN,Val,1.420860716,28.27307414,29.46507276,-1.191998623,-0.437693257,,,,
RF-ANN,Val,0.364119887,15.90947344,15.30604996,0.603423473,0.588162209,,,,
RF-ANN,Val,8.396552968,8.765946695,11.66362731,-2.897680619,-1.412273665,,,,
RF-ANN,Val,3.074052571,16.35866334,18.11196097,-1.753297628,-0.758404277,,,,
RF-ANN,Val,16.11640037,12.27981172,16.2943354,-4.014523679,-2.050407484,,,,
RF-ANN,Val,5.320384036,15.7304138,18.03700957,-2.306595768,-1.074543821,,,,
RF-ANN,Val,1.496514057,5.241109678,4.017788765,1.223320913,0.942354786,,,,
RF-ANN,Val,0.823060921,5.137392115,4.230165064,0.907227051,0.76174733,,,,
RF-ANN,Val,0.917827067,2.641910335,1.68387742,0.958032915,0.790776422,,,,
RF-ANN,Val,0.200706359,1.646616054,2.094618687,-0.448002633,-0.012594137,,,,
RF-ANN,Val,1.009818819,23.13978267,22.13488525,1.004897417,0.817553527,,,,
RF-ANN,Val,1.1048269,8.806113361,7.755005897,1.051107463,0.843956694,,,,
RF-ANN,Val,9.15221093,24.43401949,21.40875736,3.025262126,1.971935098,,,,
RF-ANN,Val,0.023541193,10.68221096,10.83564236,-0.153431396,0.155715874,,,,
RF-ANN,Val,0.0020045,26.07080189,26.02603025,0.044771643,0.268963713,,,,
RF-ANN,Val,0.056585552,4.207699869,3.969822691,0.237877178,0.379298975,,,,
RF-ANN,Val,0.678257467,10.19363907,9.370075187,0.823563882,0.713944465,,,,
RF-ANN,Val,6.535523562,8.465243037,11.02171004,-2.556467008,-1.217313467,,,,
RF-ANN,Val,2.176351679,4.251578297,5.726824608,-1.475246311,-0.5995333,,,,
RF-ANN,Val,1.957615408,11.6370961,13.0362442,-1.399148101,-0.556052847,,,,
RF-ANN,Val,0.921500059,2.835097534,3.795045479,-0.959947946,-0.305105797,,,,
RF-ANN,Val,2.792059716,2.628596072,0.957650317,1.670945755,1.198115474,,,,
RF-ANN,Val,1.617107044,7.026662784,5.755007547,1.271655238,0.969971707,,,,
RF-ANN,Val,2.464522159,15.3610675,13.79118783,1.569879664,1.140369052,,,,
RF-ANN,Val,0.23979256,6.381330611,6.871016796,-0.489686185,-0.036410988,,,,
RF-ANN,Val,0.460565755,12.71348629,13.39213624,-0.67864995,-0.144379755,,,,
RF-ANN,Val,0.893821257,12.15731306,13.10273426,-0.945421206,-0.296805612,,,,
RF-ANN,Val,3.074052571,16.35866334,18.11196097,-1.753297628,-0.758404277,,,,
RF-ANN,Val,1.014585923,1.985369732,0.978103172,1.00726656,0.818907191,,,,
RF-ANN,Val,0.489531408,11.18838558,10.48872037,0.699665211,0.643152127,,,,
RF-ANN,Val,0.001601631,7.758152246,7.798172629,-0.040020383,0.22051585,,,,
RF-ANN,Val,0.001374368,5.983998373,6.021070843,-0.03707247,0.222200208,,,,
RF-ANN,Val,0.001601631,7.758152246,7.798172629,-0.040020383,0.22051585,,,,
RF-ANN,Val,2.087304976,8.298896157,6.854145321,1.444750835,1.068873835,,,,
RF-ANN,Val,0.563270062,16.62641509,17.37692829,-0.750513199,-0.185440466,,,,
RF-ANN,Val,2.176351679,4.251578297,5.726824608,-1.475246311,-0.5995333,,,,
RF-ANN,Val,0.377463617,4.342580084,3.728199406,0.614380678,0.594422859,,,,
RF-ANN,Val,12.0832542,28.73316862,32.20926617,-3.476097553,-1.742765406,,,,
RF-ANN,Val,0.047301585,14.27353089,14.49102016,-0.217489275,0.119114941,,,,
RF-ANN,Val,22.13992513,6.939622713,2.234314526,4.705308187,2.931867829,,,,
RF-ANN,Val,0.826590382,5.349922965,6.259093126,-0.909170161,-0.276092748,,,,
RF-ANN,Val,15.84656078,8.409080684,4.428306792,3.980773892,2.517888594,,,,
Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
XGB-ANN,Training,0.072086529,25,24.73151065,0.268489346,0.416534832,Training,0.996526691,0.792895849,
XGB-ANN,Training,0.007244098,18.4,18.31488773,0.085112269,0.280795172,Testing,0.955896448,2.055921308,
XGB-ANN,Training,0.018926244,14.928,14.79042731,0.137572687,0.319627503,Validation,0.954346937,2.085699287,
XGB-ANN,Training,0.331857373,1.43,2.006070632,-0.576070632,-0.208626642,,,,
XGB-ANN,Training,0.757778494,0.92,1.790504735,-0.870504735,-0.426573103,,,,
XGB-ANN,Training,0.064634864,2.64,2.894233876,-0.254233876,0.029603852,,,,
XGB-ANN,Training,2.092051009,8.4,9.846392412,-1.446392412,-0.852857557,,,,
XGB-ANN,Training,1.353728963,10.129,11.29249859,-1.163498588,-0.64345346,,,,
XGB-ANN,Training,0.671527652,34.2,33.38053209,0.819467908,0.824381023,,,,
XGB-ANN,Training,0.024165614,19.2,19.04454707,0.15545293,0.332862844,,,,
XGB-ANN,Training,0.000456866,13.35,13.32862557,0.021374433,0.233615054,,,,
XGB-ANN,Training,2.35854E-06,29,28.99846425,0.001535753,0.218930036,,,,
XGB-ANN,Training,0.092069972,1.43,1.733430342,-0.303430342,-0.006812431,,,,
XGB-ANN,Training,0.184832184,1.7,2.129921137,-0.429921137,-0.10044364,,,,
XGB-ANN,Training,0.331857373,1.43,2.006070632,-0.576070632,-0.208626642,,,,
XGB-ANN,Training,0.620861574,8.54,9.327947698,-0.787947698,-0.365462607,,,,
XGB-ANN,Training,16.04872668,21.64,17.6339138,4.006086205,3.183184478,,,,
XGB-ANN,Training,0.000197934,11.3,11.31406892,-0.014068915,0.207379125,,,,
XGB-ANN,Training,0.006124623,17.45,17.37174003,0.078259973,0.275722955,,,,
XGB-ANN,Training,2.640440752,11.523,13.14794331,-1.624943307,-0.985024774,,,,
XGB-ANN,Training,0.015988242,1.9,2.026444622,-0.126444622,0.124196208,,,,
XGB-ANN,Training,0.00111589,9.724,9.690595053,0.033404947,0.2425203,,,,
XGB-ANN,Training,3.30164316,19.173,20.99004242,-1.817042421,-1.127220673,,,,
XGB-ANN,Training,0.671527652,34.2,33.38053209,0.819467908,0.824381023,,,,
XGB-ANN,Training,0.093605991,26.5,26.80595096,-0.305950962,-0.008678248,,,,
XGB-ANN,Training,0.082997069,3.7,3.98809212,-0.28809212,0.004541251,,,,
XGB-ANN,Training,0.2754892,20,19.47512935,0.524870651,0.606313792,,,,
XGB-ANN,Training,0.072086529,25,24.73151065,0.268489346,0.416534832,,,,
XGB-ANN,Training,0.70255707,10.07,10.90818678,-0.838186775,-0.402650654,,,,
XGB-ANN,Training,0.030172737,14,14.17370301,-0.173703012,0.08921453,,,,
XGB-ANN,Training,16.04872668,21.64,17.6339138,4.006086205,3.183184478,,,,
XGB-ANN,Training,0.10154089,5.8,5.481345186,0.318654814,0.453668391,,,,
XGB-ANN,Training,0.040084004,21.06,21.2602099,-0.200209899,0.069593562,,,,
XGB-ANN,Training,0.072086529,25,24.73151065,0.268489346,0.416534832,,,,
XGB-ANN,Training,0.222476551,8.923,9.394674201,-0.471674201,-0.131350157,,,,
XGB-ANN,Training,0.076997021,21.05,21.32748337,-0.277483371,0.012394075,,,,
XGB-ANN,Training,0.671990861,1.05,1.869750487,-0.819750487,-0.389003716,,,,
XGB-ANN,Training,8.374737054,14.74,17.6339138,-2.893913795,-1.924344043,,,,
XGB-ANN,Training,0.000448665,26.2,26.2211817,-0.021181704,0.202114086,,,,
XGB-ANN,Training,0.021882779,20.8,20.94792829,-0.147928289,0.108293536,,,,
XGB-ANN,Training,0.091919792,4.7,4.39681723,0.30318277,0.442215651,,,,
XGB-ANN,Training,0.236641719,28,27.51354166,0.486458342,0.577880175,,,,
XGB-ANN,Training,0.015988242,1.9,2.026444622,-0.126444622,0.124196208,,,,
XGB-ANN,Training,0.196728517,1.13,1.573540885,-0.443540885,-0.110525271,,,,
XGB-ANN,Training,0.156452762,12.76,13.1555411,-0.3955411,-0.074994797,,,,
XGB-ANN,Training,0.199208879,3.558,4.004328219,-0.446328219,-0.112588516,,,,
XGB-ANN,Training,0.287501842,10.86,11.39619198,-0.536191982,-0.179107608,,,,
XGB-ANN,Training,0.079672279,16.1,15.81773722,0.282262784,0.426730227,,,,
XGB-ANN,Training,0.243869693,31.13,31.62383164,-0.493831645,-0.147751574,,,,
XGB-ANN,Training,0.86278851,6.2,7.128864097,-0.928864097,-0.469771959,,,,
XGB-ANN,Training,0.111027151,1.75,2.08320737,-0.33320737,-0.028854028,,,,
XGB-ANN,Training,0.092069972,1.43,1.733430342,-0.303430342,-0.006812431,,,,
XGB-ANN,Training,0.45108038,28.27,28.94162518,-0.671625178,-0.279358174,,,,
XGB-ANN,Training,0.660377544,10.33,11.14263617,-0.812636169,-0.383737545,,,,
XGB-ANN,Training,0.638400515,12.879,12.0800003,0.798999697,0.809230013,,,,
XGB-ANN,Training,0.050777691,19.271,19.49633906,-0.225339058,0.050992418,,,,
XGB-ANN,Training,0.106735683,28.438,28.11129572,0.326704275,0.459626776,,,,
XGB-ANN,Training,0.184754667,22.3,21.87016902,0.429830975,0.535963379,,,,
XGB-ANN,Training,0.01157678,12.091,12.19859545,-0.107595446,0.138148774,,,,
XGB-ANN,Training,0.984173245,21.424,20.43194494,0.992055061,0.952133749,,,,
XGB-ANN,Training,0.274138184,30,29.47641793,0.52358207,0.605359957,,,,
XGB-ANN,Training,1.384875761,5.641,6.817807444,-1.176807444,-0.653304962,,,,
XGB-ANN,Training,0.023921039,17.95,17.79533572,0.154664279,0.332279067,,,,
XGB-ANN,Training,0.00260382,7.69,7.741027638,-0.051027638,0.180021483,,,,
XGB-ANN,Training,0.117493369,13.38,13.72277306,-0.342773058,-0.035934756,,,,
XGB-ANN,Training,0.10154089,5.8,5.481345186,0.318654814,0.453668391,,,,
XGB-ANN,Training,0.219605499,12.51,12.97862085,-0.468620847,-0.129089999,,,,
XGB-ANN,Training,0.153009115,1.6,1.991163796,-0.391163796,-0.071754623,,,,
XGB-ANN,Training,0.187847859,16.509,16.94241419,-0.433414188,-0.103029272,,,,
XGB-ANN,Training,0.082997069,3.7,3.98809212,-0.28809212,0.004541251,,,,
XGB-ANN,Training,0.70255707,10.07,10.90818678,-0.838186775,-0.402650654,,,,
XGB-ANN,Training,0.737774431,9.3,10.15893797,-0.858937967,-0.418011132,,,,
XGB-ANN,Training,0.671527652,34.2,33.38053209,0.819467908,0.824381023,,,,
XGB-ANN,Training,0.019705683,17.1,16.95962307,0.140376933,0.321703266,,,,
XGB-ANN,Training,0.334943462,9.212,9.790743002,-0.578743002,-0.210604788,,,,
XGB-ANN,Training,0.076693883,28.312,28.0350634,0.276936605,0.422787675,,,,
XGB-ANN,Training,0.184068605,15.2,14.77096783,0.429032173,0.535372088,,,,
XGB-ANN,Training,0.591865399,9.45,10.21932789,-0.769327888,-0.351679823,,,,
XGB-ANN,Training,0.065566054,18.52,18.26394131,0.256058692,0.407333395,,,,
XGB-ANN,Training,0.012269677,31.8,31.68923143,0.110768572,0.299786521,,,,
XGB-ANN,Training,0.000294876,10.91,10.89282805,0.017171947,0.230504284,,,,
XGB-ANN,Training,0.584586822,16.32,17.08458278,-0.764582776,-0.348167389,,,,
XGB-ANN,Training,0.009614801,4.7,4.601944908,0.098055092,0.290375729,,,,
XGB-ANN,Training,0.019082123,13.7,13.83813806,-0.138138057,0.115540476,,,,
XGB-ANN,Training,0.091919792,4.7,4.39681723,0.30318277,0.442215651,,,,
XGB-ANN,Training,0.165562776,1.33,1.73689406,-0.40689406,-0.083398503,,,,
XGB-ANN,Training,0.184754667,22.3,21.87016902,0.429830975,0.535963379,,,,
XGB-ANN,Training,0.082997069,3.7,3.98809212,-0.28809212,0.004541251,,,,
XGB-ANN,Training,0.338740834,2.824,3.406014462,-0.582014462,-0.213026394,,,,
XGB-ANN,Training,0.093814557,7.9,8.206291621,-0.306291621,-0.008930412,,,,
XGB-ANN,Training,0.000197934,11.3,11.31406892,-0.014068915,0.207379125,,,,
XGB-ANN,Training,0.279727855,19.66,19.13110695,0.528893047,0.609291257,,,,
XGB-ANN,Training,0.130924879,27.4,27.76183543,-0.361835431,-0.050045135,,,,
XGB-ANN,Training,0.464063873,9.906,10.58722234,-0.681222337,-0.286462198,,,,
XGB-ANN,Training,0.00972387,16.58,16.67860969,-0.098609687,0.144800226,,,,
XGB-ANN,Training,0.099747856,19,19.31582884,-0.315828839,-0.015990066,,,,
XGB-ANN,Training,0.081857655,31.13,31.41610777,-0.286107769,0.00601011,,,,
XGB-ANN,Training,0.190891936,10.79,11.22691182,-0.436911817,-0.105618293,,,,
XGB-ANN,Training,2.256571406,15.22,16.72218887,-1.502188872,-0.894159298,,,,
XGB-ANN,Training,0.30174711,12.776,13.32531513,-0.549315128,-0.188821642,,,,
XGB-ANN,Training,0.111960729,6.75,7.084605333,-0.334605333,-0.029888831,,,,
XGB-ANN,Training,0.040698462,8.977,8.775261401,0.201738599,0.367124493,,,,
XGB-ANN,Training,0.14141516,6.1,5.723947929,0.376052071,0.496155077,,,,
XGB-ANN,Training,0.660377544,10.33,11.14263617,-0.812636169,-0.383737545,,,,
XGB-ANN,Training,0.172836944,17.417,17.00126337,0.415736629,0.52553044,,,,
XGB-ANN,Training,0.021882779,20.8,20.94792829,-0.147928289,0.108293536,,,,
XGB-ANN,Training,0.395743788,9.11,9.739081702,-0.629081702,-0.247866578,,,,
XGB-ANN,Training,0.160263718,7.205,7.605329512,-0.400329512,-0.078539283,,,,
XGB-ANN,Training,0.41061591,23.2,23.84079319,-0.640793188,-0.256535672,,,,
XGB-ANN,Training,1.380289088,5.971,7.14585705,-1.17485705,-0.651861238,,,,
XGB-ANN,Training,0.019965349,24.5,24.64129879,-0.141298793,0.113200831,,,,
XGB-ANN,Training,0.14141516,6.1,5.723947929,0.376052071,0.496155077,,,,
XGB-ANN,Training,2.239160256,13.745,15.24138239,-1.49638239,-0.889861215,,,,
XGB-ANN,Training,0.065000358,4.8,5.054951678,-0.254951678,0.029072519,,,,
XGB-ANN,Training,1.110840926,10.134,11.18796439,-1.053964386,-0.562373886,,,,
XGB-ANN,Training,0.013249394,12.55,12.66510601,-0.115106011,0.132589292,,,,
XGB-ANN,Training,0.952949644,8.492,9.468191397,-0.976191397,-0.504804646,,,,
XGB-ANN,Training,5.348947795,19.57,17.25722076,2.312779236,1.929762212,,,,
XGB-ANN,Training,0.067163048,16.55,16.80915835,-0.259158346,0.025958653,,,,
XGB-ANN,Training,0.464738157,14.776,15.45771707,-0.681717065,-0.286828406,,,,
XGB-ANN,Training,0.331857373,1.43,2.006070632,-0.576070632,-0.208626642,,,,
XGB-ANN,Training,0.2754892,20,19.47512935,0.524870651,0.606313792,,,,
XGB-ANN,Training,0.087460805,1.36,1.65573773,-0.29573773,-0.001118194,,,,
XGB-ANN,Training,0.009715728,22.1,22.00143161,0.098568393,0.290755685,,,,
XGB-ANN,Training,0.002781918,14.51,14.56274389,-0.052743888,0.178751078,,,,
XGB-ANN,Training,0.196728517,1.13,1.573540885,-0.443540885,-0.110525271,,,,
XGB-ANN,Training,0.092069972,1.43,1.733430342,-0.303430342,-0.006812431,,,,
